,athlete_id,name,born_date,died_date,born_city,born_country,born_region,height_cm,weight_kg,NOC
27243,27442,Lotfi Baccouche,1973-06-19,1999-05-15,Zaouiet Sousse,(TUN),Susa,,,(TUN)
27244,27443,Khaled Badra,1973-04-08,,Kairouan,(TUN),Kairouan,185.0,85.0,(TUN)
27245,27444,Modher Baouab,1961-05-13,,,,,174.0,68.0,
27246,27445,Zoubaier Baya,1971-05-15,,Masakin,(TUN),Sfax,170.0,78.0,(TUN)
27247,27446,Abderrahman Ben Azzedine,1933-12-25,,Tunis,(TUN),Tunis,165.0,65.0,(TUN)
27248,27447,Tarek Ben Chrouda,1976-10-13,,,,,,,
27249,27448,Ali Ben Neji,1961-09-26,,Tunis,(TUN),Tunis,179.0,74.0,(TUN)
27250,27449,Taoufik Ben Othman,1939-03-24,,Tunis,(TUN),Tunis,168.0,65.0,(TUN)
27251,27450,Khaled Ben Yahia,1959-11-12,,Tunis,(TUN),Tunis,180.0,80.0,(TUN)
27252,27451,Imed Kacem Ben Younes,1974-06-16,,Sfax,(TUN),Sfax,174.0,64.0,(TUN)
27253,27452,Marouane Al-Bokri,1974-12-28,,Tunis,(TUN),Tunis,,,(TUN)
27254,27453,Riadh Ben Khemais Bouazizi,1973-04-08,,Bizerte,(TUN),Bizerte,186.0,79.0,(TUN)
27255,27454,Noureddine Bousnina,1963-01-17,,,,,186.0,80.0,
27256,27455,Abderrazak Chahat,1962-01-14,,,,,180.0,76.0,
27257,27456,Moncef Cherif,1940-11-08,,Gabès,(TUN),Gabès,165.0,65.0,(TUN)
27258,27457,Abdelmajid Al-Chetali,1939-07-04,,,,,177.0,67.0,(TUN)
27259,27458,Ferid Chouchane,1973-04-19,,Masakin,(TUN),Sfax,182.0,75.0,(TUN)
27260,27459,Mohamed Al-Naceur Chouchane,1955-05-03,,,,,183.0,79.0,
27261,27460,Hamadi Dhaou,1940-01-10,,Tunis,(TUN),Tunis,175.0,65.0,(TUN)
27262,27461,Tarak Dhiab,1954-07-15,,Tunis,(TUN),Tunis,178.0,68.0,(TUN)
27263,27462,Hachemi El-Ouachi,1960-12-25,,,,,180.0,75.0,
27264,27463,Chokri El-Ouaer,1966-08-15,,Tunis,(TUN),Tunis,188.0,89.0,(TUN)
27265,27464,Ahmed Mohieddine Al-Sghaier,1937-01-02,,Tunis,(TUN),Tunis,170.0,67.0,(TUN)
27266,27465,Slaheddine Al-Fessi,1956-11-15,,,,,179.0,75.0,
27267,27466,Hassen Al-Gabsi,1974-02-23,,Tunis,(TUN),Tunis,171.0,72.0,(TUN)
27268,27467,Kaies Biu Bannour Ghodhbane,1976-01-07,,Kassar el-Hal,(TUN),Monastir,183.0,78.0,(TUN)
27269,27468,Sabri Ben Abdelaziz Jaballah,1973-06-28,,,,,183.0,73.0,
27270,27469,Radhi Ben Abdelmajid Al-Jaïdi,1975-08-30,,Tunis,(TUN),Tunis,192.0,89.0,(TUN)
27271,27470,Maher Al-Kanzari,1973-03-17,,Tunis,(TUN),Tunis,177.0,67.0,(TUN)
27272,27471,Brahim Kerrit,1940-10-02,2012-04-22,El Kef,(TUN),Kef,165.0,58.0,(TUN)
27273,27472,Khalled Loualid,1941-03-03,,Ouled Fraji,(TUN),Ariana,172.0,68.0,(TUN)
27274,27473,Jameleddine Limam,1967-06-11,,Tunis,(TUN),Tunis,175.0,70.0,(TUN)
27275,27474,Nabil Maaloul,1962-12-25,,Tunis,(TUN),Tunis,180.0,76.0,(TUN)
27276,27475,Mohamed Ali Al-Mahjoubi,1966-12-28,,Tunis,(TUN),Tunis,178.0,70.0,(TUN)
27277,27476,Mohamed Rachid Al-Meddeb,1940-10-22,,Tunis,(TUN),Tunis,170.0,60.0,(TUN)
27278,27477,Taoufik Mehedhebi,1965-12-13,,Ben Arous,(TUN),Ben Arous,179.0,70.0,(TUN)
27279,27478,Imad Al-Mizouri,1966-10-20,,,,,179.0,73.0,
27280,27479,Mohamed Mkacher,1975-05-25,,,,,183.0,77.0,(TUN)
27281,27480,Abdel Majid Salah Naji,1936-10-14,,Tunis,(TUN),Tunis,162.0,60.0,(TUN)
27282,27481,Mourad Ranene,1967-01-06,,,,,184.0,69.0,
27283,27482,Ridha Al-Rouatbi,1938-02-07,,Kalaa Srira,(TUN),Susa,166.0,66.0,(TUN)
27284,27483,Lotfi Al-Rouissi,1965-11-13,,Tunis,(TUN),Tunis,172.0,68.0,(TUN)
27285,27485,Al-Mehdi Ben Slimane,1974-01-01,,Kram,(TUN),Tunis,170.0,76.0,(TUN)
27286,27486,Adel Al-Sellimi,1972-11-16,,Mahdia,(TUN),Mahdia,180.0,73.0,(TUN)
27287,27487,Adel Al-Smirani,1967-10-07,,,,,182.0,80.0,
27288,27488,Larbi Touati,1936-10-12,,Tunis,(TUN),Tunis,165.0,62.0,(TUN)
27289,27489,Kais Al-Yacoubi,1966-07-18,,Kram,(TUN),Tunis,182.0,69.0,(TUN)
27290,27490,Mohamed Zguir,1936-02-04,,Tunis,(TUN),Tunis,175.0,70.0,(TUN)
27291,27491,Erdoğan Akın,1929-01-01,,İzmir,(TUR),İzmir,,,(TUR)
27292,27492,Lütfü Aksoy,1911-07-17,,,,,,,
27293,27493,Alaattin Baydar,1901-01-01,1990-07-13,İstanbul,(TUR),İstanbul,,,(TUR)
27294,27494,Ali Gençay,1905-02-02,1957-03-28,İstanbul,(TUR),İstanbul,,,(TUR)
27295,27495,Kamil Altan,1924-04-07,2011-02-25,İstanbul,(TUR),İstanbul,171.0,69.0,(TUR)
27296,27496,Sait Altınordu,1912-07-24,1978-11-17,İstanbul,(TUR),İstanbul,,,(TUR)
27297,27497,Murat Alyüz,1920-01-01,2006-05-30,İstanbul,(TUR),İstanbul,,,(TUR)
27298,27498,Lefter Küçükandonyadis,1925-12-22,2012-01-13,İstanbul,(TUR),İstanbul,169.0,66.0,(TUR)
27299,27499,Fikret Arıcan,1912-07-17,1994-05-25,İstanbul,(TUR),İstanbul,,,(TUR)
27300,27500,Cihat Arman,1915-07-16,1994-05-14,İstanbul,(TUR),İstanbul,,,(TUR)
27301,27501,Yaşar Alpaslan,1914-03-23,,,,,,,
27302,27502,Bedri Gürsoy,1904-01-01,1993-11-10,Kadıköy,(TUR),İstanbul,,,(TUR)
27303,27503,Bekir Refet Tekir,1899-05-22,1977-04-05,Kadıköy,(TUR),İstanbul,,,(TUR)
27304,27504,Tekin Bilge,1930-01-01,2016-08-23,Afyonkarahisar,(TUR),Afyonkarahisar,,,(TUR)
27305,27505,Rıdvan Bolatlı,1928-12-02,2022-03-31,Ankara,(TUR),Ankara,,,(TUR)
27306,27506,Burhan Atak,1905-01-27,1987-06-06,İstanbul,(TUR),İstanbul,,,(TUR)
27307,27507,Yalçin Çaka,1931-01-01,,,,,,,
27308,27508,Hasan Vasıf Çetinel,1928-01-01,2020-11-09,,,,,,
27309,27509,Aydoğan Çipiloğlu,1935-01-01,,Manisa,(TUR),Manisa,173.0,70.0,(TUR)
27310,27510,Basri Dirimlili,1929-06-07,1997-09-14,Silistra,(BUL),Silistra,170.0,79.0,(BUL)
27311,27511,Ali Cafer Çağatay,1899-01-01,1991-04-24,İstanbul,(TUR),İstanbul,,,(TUR)
27312,27512,Cevat Seyit,1906-07-17,1945-11-23,İstanbul,(TUR),İstanbul,,,(TUR)
27313,27513,Bülent Eken,1923-10-26,2016-07-25,Mersin,(TUR),Mersin,,,(TUR)
27314,27514,Rebii Erkal,1911-02-10,1985-11-25,İstanbul,(TUR),İstanbul,,,(TUR)
27315,27515,Mustafa Ertan,1926-04-21,2005-12-17,Aydın,(TUR),Aydın,174.0,70.0,(TUR)
27316,27516,Cavit Gökalp,1938-01-01,,Adapazarı,(TUR),Sakarya,178.0,73.0,(TUR)
27317,27517,Şükrü Mustafa Gülesin,1922-07-10,1977-07-10,İstanbul,(TUR),İstanbul,,,(TUR)
27318,27518,Ercüment Güder,1923-01-01,,,,,,,
27319,27519,Macit Gürdal,1931-01-01,,,,,,,
27320,27520,İsmail Hakkı Alaç,1911-05-25,,,,,,,
27321,27521,İsmet Uluğ,1901-01-01,1975-08-28,İstanbul,(TUR),İstanbul,,,(TUR)
27322,27522,Kadri Göktulga,1904-01-01,1973-10-18,İstanbul,(TUR),İstanbul,,,(TUR)
27323,27523,Fikret Kırcan,1919-12-25,2014-11-26,İstanbul,(TUR),İstanbul,,,(TUR)
27324,27524,Erol Keskin,1927-03-02,2016-10-01,İstanbul,(TUR),İstanbul,170.0,69.0,(TUR)
27325,27525,Gündüz Kılıç,1918-10-29,1980-05-17,İstanbul,(TUR),İstanbul,,,(TUR)
27326,27526,Uğur Köken,1937-11-28,,İstanbul,(TUR),İstanbul,172.0,69.0,(TUR)
27327,27527,Emrullah Küçükbay,,,,,,167.0,65.0,
27328,27528,Mehmet Leblebi,1908-01-01,1972-02-25,İstanbul,(TUR),İstanbul,,,(TUR)
27329,27529,S. Ali Muslihuddine Peykoğlu,1905-10-20,1960-12-27,,,,,,
27330,27530,Mehmet Reşat Nayır,1911-07-13,1992-10-25,İstanbul,(TUR),İstanbul,,,(TUR)
27331,27531,Nedim Kaleçi,1900-01-01,1981-07-22,İstanbul,(TUR),İstanbul,,,(TUR)
27332,27532,Nihat Bekdik,1902-03-17,1972-09-21,İstanbul,(TUR),İstanbul,,,(TUR)
27333,27533,Naci Özkaya,1922-01-01,2007-03-06,Trabzon,(TUR),Trabzon,,,(TUR)
27334,27534,Ahmet Suat Özyazıcı,1936-10-01,2023-02-18,Trabzon,(TUR),Trabzon,176.0,72.0,(TUR)
27335,27535,Hüsnü Savman,1908-08-18,1948-08-08,Gönen,(TUR),Balıkesir,,,(TUR)
27336,27536,Hüseyin Saygun,1920-01-01,1993-03-31,Beyazıt,(TUR),İstanbul,,,(TUR)
27337,27537,Niyazi Sel,1908-03-12,1990-01-01,İstanbul,(TUR),İstanbul,,,(TUR)
27338,27538,Zeki Şensan,1937-01-01,,İzmir,(TUR),İzmir,178.0,71.0,(TUR)
27339,27539,Necdet Şentürk,1928-01-01,,Sivas,(TUR),Sivas,,,(TUR)
27340,27540,Eşref Selim Soydan,1941-01-01,2016-11-15,İstanbul,(TUR),İstanbul,173.0,70.0,(TUR)
27341,27541,Ergun Taner,1936-01-01,,Ergani,(TUR),Diyarbakır,169.0,68.0,(TUR)
27342,27542,Bilge Tarhan,1941-02-12,2016-10-09,Adana,(TUR),Adana,172.0,68.0,(TUR)
27343,27543,Muzaffer Tokaç,1922-09-29,2009-07-14,,,,,,
27344,27544,Selahattin Torkal,1925-01-01,2010-11-16,İstanbul,(TUR),İstanbul,176.0,74.0,(TUR)
27345,27545,Vedii Tosuncuk,1921-01-01,2011-05-10,İstanbul,(TUR),İstanbul,175.0,75.0,(TUR)
27346,27546,Ahmet Tuna Kozan,1943-01-01,1988-02-20,Sivrice,(TUR),Elazığ,178.0,73.0,(TUR)
27347,27547,İbrahim Tusder,1915-01-15,,İstanbul,(TUR),İstanbul,,,(TUR)
27348,27548,Ulvi Ziya Yenal,1908-04-10,1993-05-26,Thessaloniki,(GRE),Thessalia,,,(GRE)
27349,27549,Samim Uygun,1939-01-01,2017-12-25,Üsküdar,(TUR),İstanbul,170.0,68.0,(TUR)
27350,27550,İbrahim Yalçınkaya,1941-01-01,,İstanbul,(TUR),İstanbul,170.0,67.0,(TUR)
27351,27551,Turhan Yıldız,1940-01-01,,İzmir,(TUR),İzmir,171.0,69.0,(TUR)
27352,27552,Zeki Rıza Sporel,1898-02-28,1969-11-03,İstanbul,(TUR),İstanbul,,,(TUR)
27353,27553,Sergey Vasilyevich Andreyev,1956-05-16,,Luhansk,(UKR),Luhansk,173.0,70.0,(UKR)
27354,27554,Arkadi Andriasyan,1947-08-11,2020-12-22,Bakı,(AZE),Bakı,174.0,70.0,(AZE)
27355,27555,Vladimir Aleksandrovich Astapovsky,1946-07-16,2012-04-12,Bryansk,(RUS),Bryansk,186.0,82.0,(RUS)
27356,27556,Sergey Pavlovich Baltacha,1958-02-17,,Mariupol,(UKR),Donetsk,181.0,75.0,(UKR)
27357,27557,Anatoly Vasilyevich Bashashkin,1924-02-23,2002-07-27,Reutov,(RUS),Moskva Oblast,,,(RUS)
27358,27558,Konstantin Ivanovich Beskov,1920-11-18,2006-05-06,,,,,,(RUS)
27359,27559,Vladimir Vasilyevich Bessonov,1958-03-05,,Kharkiv,(UKR),Kharkiv,178.0,70.0,(UKR)
27360,27560,Yozhef Yozhefovich Betsa,1929-11-06,2011-02-24,Mukachevo,(UKR),Zakarpattia,,,(UKR)
27361,27561,Oleg Vladimirovich Blokhin,1952-11-05,,Kyiv,(UKR),Kyiv,180.0,74.0,(UKR)
27362,27563,Aleksandr Genrikhovich Borodyuk,1962-11-30,,Voronezh,(RUS),Voronezh,178.0,74.0,(RUS)
27363,27564,Leonid Iosifovich Buryak,1953-07-10,,Odesa,(UKR),Odesa,180.0,70.0,(UKR)
27364,27565,Rinat Fayzrakhmanovich Dasayev,1957-06-13,,Astrakhan,(RUS),Astrakhan,190.0,74.0,(RUS)
27365,27566,Igor Ivanovich Dobrovolsky,1967-08-27,,Markovo,(UKR),Odesa,181.0,70.0,(UKR)
27366,27567,Revaz Dzodzuashvili,1945-04-15,,Kutaisi,(GEO),Imereti,175.0,73.0,(GEO)
27367,27568,Yury Konstantinovich Yeliseyev,1949-09-26,,Sverdlovsk,(UKR),Luhansk,,,(UKR)
27368,27569,Gennady Yegorovich Yevryuzhikhin,1944-02-04,1998-03-15,Kazan,(RUS),Respublika Tatarstan,172.0,68.0,(RUS)
27369,27570,Vladimir Ivanovich Fyodorov,1956-01-05,1979-08-11,,,,170.0,72.0,(UZB)
27370,27571,Sergey Aleksandrovich Fokin,1961-07-26,,Ulyanovsk,(RUS),Ulyanovsk,182.0,79.0,(RUS)
27371,27572,Mikhail Ivanovich Fomenko,1948-09-19,,Malaya Rybitsa,(UKR),Sumy,180.0,73.0,(UKR)
27372,27573,Valery Georgiyevich Gazzayev,1954-08-07,,Vladikavkaz,(RUS),Respublika Severnaya Osetiya-Alaniya,173.0,69.0,(RUS)
27373,27574,Yury Vasilyevich Gavrilov,1953-05-03,,Setun,(RUS),Moskva,179.0,72.0,(RUS)
27374,27575,Avtandil Ch'k'uaseli,1931-12-31,1994-09-12,Tbilisi,(GEO),Tbilisi,,,(GEO)
27375,27576,Sergey Vadimovich Gorlukovich,1961-11-18,,Boruny,(BLR),Hrodna,181.0,77.0,(BLR)
27376,27577,Anatoly Mikhaylovich Ilyin,1931-06-27,2016-02-10,,,,,,(RUS)
27377,27578,Anatoly Konstantinovich Isayev,1932-07-14,2016-07-10,Zamoskvorechye,(RUS),Moskva,,,(RUS)
27378,27579,Yury Vasilyevich Istomin,1944-07-03,1999-02-06,Kharkiv,(UKR),Kharkiv,169.0,71.0,(UKR)
27379,27580,Leonid Grigoryevich Ivanov,1921-07-25,1990-09-14,,,,,,(RUS)
27380,27581,Valentin Kozmich Ivanov,1934-11-19,2011-11-08,,,,,,(RUS)
27381,27582,Andrey Aleksandrovich Yakubik,1950-08-24,,,,,,,(RUS)
27382,27583,Arvydas Janonis,1960-11-06,,Kėdainiai,(LTU),Kaunas,181.0,81.0,(LTU)
27383,27584,Yevgeny Viktorovich Yarovenko,1962-08-17,,Karatau,(KAZ),Zhambyl,184.0,78.0,(KAZ)
27384,27585,Lev Ivanovich Yashin,1929-10-22,1990-03-20,,,,189.0,,(RUS)
27385,27586,Vladimir Aleksandrovich Kaplichny,1944-02-26,2004-04-19,Kamianets-Podilskyi,(UKR),Khmelnytskyi,181.0,78.0,(UKR)
27386,27587,Dmitry Viktorovich Kharin,1968-08-16,,,,,187.0,80.0,(RUS)
27387,27588,Gela K'et'ashvili,1965-09-27,,Tbilisi,(GEO),Tbilisi,174.0,70.0,(GEO)
27388,27589,Viktor Mikhaylovich Kolotov,1949-07-03,2000-01-03,Yudino,(RUS),Respublika Tatarstan,180.0,76.0,(RUS)
27389,27590,Anatoly Dmitriyevich Konkov,1949-09-19,,Krasnyi Luch,(UKR),Luhansk,179.0,72.0,(UKR)
27390,27591,Konstantin Stanislavovich Kryzhevsky,1926-02-20,2000-11-18,Odintsovo,(RUS),Moskva Oblast,,,(RUS)
27391,27592,Anatoly Yakovlevich Kuksov,1949-11-21,2022-01-04,Luhansk,(UKR),Luhansk,174.0,70.0,(UKR)
27392,27593,Murtaz Khurtsilava,1943-01-05,,,,,178.0,85.0,(GEO)
27393,27594,Boris Dmitriyevich Kuznetsov,1928-07-14,1999-12-03,,,,,,(RUS)
27394,27595,Yevgeny Borisovich Kuznetsov,1961-08-30,,Yaroslavl,(RUS),Yaroslavl,180.0,75.0,(RUS)
27395,27596,Vladimir Ivanovich Lyuty,1962-04-20,,Dnipro,(UKR),Dnipropetrovsk,191.0,83.0,(UKR)
27396,27597,Viktor Vasilyevich Losev,1959-01-25,,Murom,(RUS),Vladimir,170.0,69.0,(RUS)
27397,27598,Yevgeny Serafimovich Lovchev,1949-01-29,,,,,170.0,70.0,(RUS)
27398,27599,Fridrikh Mikhaylovich Maryutin,1924-10-07,2010-09-09,Astrakhan,(RUS),Astrakhan,,,(RUS)
27399,27600,Anatoly Yevstigneyevich Maslyonkin,1930-06-29,1988-05-16,,,,,,(RUS)
27400,27601,Viktor Antonovich Matviyenko,1948-11-09,2018-11-29,Zaporizhzhia,(UKR),Zaporizhzhia,175.0,72.0,(UKR)
27401,27602,Aleksey Aleksandrovich Mikhaylichenko,1963-03-30,,Kyiv,(UKR),Kyiv,186.0,80.0,(UKR)
27402,27603,Aleksandr Alekseyevich Minayev,1954-08-11,2018-12-06,Zheleznodorozhny,(RUS),Moskva,174.0,72.0,(RUS)
27403,27604,Arminas Narbekovas,1965-01-28,,Gargždai,(LTU),Klaipėda,173.0,70.0,(LTU)
27404,27605,Leonid Vasilyevich Nazarenko,1955-03-21,,Gulkevichi,(RUS),Krasnodar Kray,174.0,69.0,(RUS)
27405,27606,Igor Aleksandrovich Netto,1930-01-09,1999-03-30,,,,,,(RUS)
27406,27607,Valentin Aleksandrovich Nikolayev,1921-08-16,2009-10-09,Yerosovo,(RUS),Vladimir,172.0,70.0,(RUS)
27407,27608,Sergey Nikolayevich Nikulin,1951-01-01,,Dushanbe,(TJK),Nohijahoi Tobei Çumhuri,173.0,71.0,(TJK)
27408,27609,Yury Aleksandrovich Nyrkov,1924-06-29,2005-12-20,Vyshny Volochok,(RUS),Tver,,,(RUS)
27409,27611,Khoren Hovhannisyan,1955-01-10,,Yerevan,(ARM),Yerevan,172.0,70.0,(ARM)
27410,27612,Mikhail Pavlovich Ogonkov,1932-06-24,1979-08-14,,,,,,(RUS)
27411,27613,Sergey Petrovich Olshansky,1948-05-28,,,,,,,(RUS)
27412,27614,Vladimir Ivanovich Onishchenko,1949-10-28,,Stechanka,(UKR),Kyiv,176.0,71.0,(UKR)
27413,27615,Aleksey Aleksandrovich Paramonov,1925-02-21,2018-08-24,Borovsk,(RUS),Kaluga,,,(RUS)
27414,27616,Aleksandr Trofimovich Petrov,1925-09-27,,,,,,,(RUS)
27415,27617,Vladimir Mikhaylovich Pilguy,1948-01-26,,Dnipro,(UKR),Dnipropetrovsk,184.0,77.0,(UKR)
27416,27618,Igor Anatolyevich Ponomaryov,1960-02-24,,Bakı,(AZE),Bakı,180.0,74.0,(AZE)
27417,27619,Aleksandr Timofeyevich Prokopenko,1953-11-16,1989-03-29,Babruysk,(BLR),Mahilyow,173.0,68.0,(BLR)
27418,27620,Boris Davidovich Razinsky,1933-07-12,2012-08-06,Lyubertsy,(RUS),Moskva,,,(RUS)
27419,27621,Stefan Mikhaylovich Reshko,1947-03-24,,Klyucharky,(UKR),Zakarpattia,182.0,77.0,(UKR)
27420,27622,Vladimir Alekseyevich Ryzhkin,1930-12-29,2011-05-19,,,,,,(RUS)
27421,27623,Oleg Ivanovich Romantsev,1954-01-04,,Gavrilovskoye,(RUS),Ryazan,178.0,75.0,(RUS)
27422,27624,Yevgeny Vasilyevich Rudakov,1942-01-02,2011-12-21,,,,190.0,75.0,(RUS)
27423,27625,Yozhef Yozhefovich Sabo,1940-02-29,,Uzhhorod,(UKR),Zakarpattia,174.0,72.0,(UKR)
27424,27626,Sergey Sergeyevich Salnikov,1925-09-13,1984-05-09,Krasnodar,(RUS),Krasnodar Kray,,,(RUS)
27425,27627,Yury Nikolayevich Savichev,1965-02-13,,,,,183.0,73.0,(RUS)
27426,27628,Sergey Dmitriyevich Shavlo,1956-09-04,,Nikopol,(UKR),Dnipropetrovsk,181.0,76.0,(UKR)
27427,27629,Vyacheslav Mikhaylovich Semyonov,1947-08-18,2022-08-12,Kyiv,(UKR),Kyiv,169.0,67.0,(UKR)
27428,27630,Nikita Pogosovich Simonyan,1926-10-12,,Armavir,(ARM),Armavir,,,(ARM)
27429,27631,Igor Yevgenyevich Sklyarov,1966-08-31,,Taganrog,(RUS),Rostov,183.0,77.0,(RUS)
27430,27632,Eduard Anatolyevich Streltsov,1937-07-21,1990-07-22,Perovo,(RUS),Moskva,182.0,80.0,(RUS)
27431,27633,Tengiz Sulakvelidze,1956-07-23,,Kutaisi,(GEO),Imereti,178.0,76.0,(GEO)
27432,27634,Vladimir Iosifovich Tatarchuk,1966-04-25,,Matrosovo,(RUS),Magadan,170.0,63.0,(RUS)
27433,27635,Boris Georgiyevich Tatushin,1933-03-31,1998-01-15,,,,,,(RUS)
27434,27636,Revaz Chelebadze,1955-10-02,,Kobuleti,(GEO),Adjara,180.0,79.0,(GEO)
27435,27637,Aleksey Valentinovich Cherednik,1960-09-15,,Dushanbe,(TJK),Nohijahoi Tobei Çumhuri,176.0,72.0,(TJK)
27436,27638,Fyodor Fyodorovich Cherenkov,1959-05-03,2014-10-04,,,,176.0,70.0,(RUS)
27437,27639,Vagiz Nazirovich Khidiyatullin,1959-03-03,,Gubakha,(RUS),Perm Kray,177.0,75.0,(RUS)
27438,27640,Aleksandre Chivadze,1955-04-08,,Klukhori,(RUS),Karachayevo-Cherkesskaya Respublika,178.0,76.0,(RUS)
27439,27641,Avtandil Gogoberidze,1922-08-03,1980-11-20,Sukhumi,(GEO),Apkhazeti,,,(GEO)
27440,27642,Aleksandr Aleksandrovich Tenyagin,1927-08-16,2008-03-26,Gatchina,(RUS),Leningrad,,,(RUS)
27441,27643,Nikolay Ivanovich Tishchenko,1926-12-10,1981-05-10,,,,,,(RUS)
27442,27644,Vasily Dmitriyevich Trofimov,1919-01-07,1999-09-22,Kostino,(RUS),Moskva Oblast,,,(RUS)
27443,27645,Vladimir Nikolayevich Troshkin,1947-09-28,2020-07-05,Yenakiieve,(UKR),Donetsk,171.0,69.0,(UKR)
27444,27646,Vladimir Grigoryevich Veremeyev,1948-11-08,,Spassk-Dalny,(RUS),Primorsky Kray,180.0,69.0,(RUS)
27445,27647,Hovhannes Zanazanyan,1946-12-10,2015-10-04,,,,172.0,66.0,(GRE)
27446,27648,Viktor Aleksandrovich Zvyagintsev,1950-10-22,2022-04-21,Donetsk,(UKR),Donetsk,178.0,79.0,(UKR)
27447,27649,José Leandro Andrade,1901-11-22,1957-10-05,Salto,(URU),Salto,179.0,77.0,(URU)
27448,27650,Pedro Arispe,1900-09-30,1960-05-04,Montevideo,(URU),Montevideo,,,(URU)
27449,27651,Juan Pedro Arremón,1899-02-08,1979-06-15,Montevideo,(URU),Montevideo,,,(URU)
27450,27652,René Borjas,1897-12-23,1931-12-16,Montevideo,(URU),Montevideo,,,(URU)
27451,27653,Antonio Cámpolo,1897-02-07,1959-05-22,Montevideo,(URU),Montevideo,,,(URU)
27452,27654,Adhemar Canavessi,1903-08-18,1984-11-14,Montevideo,(URU),Montevideo,,,(URU)
27453,27655,Héctor Castro,1904-11-29,1960-09-15,Montevideo,(URU),Montevideo,,,(URU)
27454,27656,José Pedro Cea Urriza,1900-09-01,1970-09-18,Montevideo,(URU),Montevideo,,,(URU)
27455,27657,Lorenzo Fernández,1901-03-20,1973-11-16,Montevideo,(URU),Montevideo,173.0,75.0,(URU)
27456,27658,Roberto Figueroa,1906-03-20,1989-01-24,Montevideo,(URU),Montevideo,,,(URU)
27457,27659,José Álvaro Pelegrín Gestido Pose,1907-05-17,1957-01-18,Montevideo,(URU),Montevideo,176.0,73.0,(URU)
27458,27660,Alfredo Juan Ghierra Calcagno,1891-08-31,1973-11-16,Montevideo,(URU),Montevideo,,,(URU)
27459,27661,Andrés Mazali Gini,1902-07-22,1975-10-30,,,,172.0,72.0,(URU)
27460,27662,José Nasazzi Yarza,1901-05-24,1968-06-17,Montevideo,(URU),Montevideo,182.0,85.0,(URU)
27461,27663,José Naya Varela,1896-07-25,1977-01-29,Montevideo,(URU),Montevideo,,,(URU)
27462,27664,Pedro Petrone Schiavone,1905-05-11,1964-12-13,Montevideo,(URU),Montevideo,173.0,74.0,(URU)
27463,27665,Juan Emilio Píriz,1902-05-17,1946-03-23,Montevideo,(URU),Montevideo,,,(URU)
27464,27666,Alfredo Ángel Romano,1894-08-02,1972-08-22,Montevideo,(URU),Montevideo,,,(URU)
27465,27667,Héctor Pedro Scarone Beretta,1898-11-26,1967-04-04,Montevideo,(URU),Montevideo,173.0,74.0,(URU)
27466,27668,Humberto Tomassina,1898-09-12,1981-06-12,Montevideo,(URU),Montevideo,,,(URU)
27467,27670,Santos Vasquito Urdinarán Barrena,1900-03-30,1979-07-14,Montevideo,(URU),Montevideo,170.0,68.0,(URU)
27468,27671,José Vidal,1896-12-15,1974-07-03,Montevideo,(URU),Montevideo,,,(URU)
27469,27672,Juan Alfredo Zibechi Rossi,1894-10-30,1958-06-19,Montevideo,(URU),Montevideo,,,(URU)
27470,27673,Michelle Anne Akers (-Stahl-),1966-02-01,,Santa Clara,(USA),California,178.0,68.0,(USA)
27471,27674,Brandi Denise Chastain,1968-07-21,,San José,(USA),California,171.0,58.0,(USA)
27472,27675,Joy Lynn Fawcett (Biefeld-),1968-02-08,,Inglewood,(USA),California,165.0,59.0,(USA)
27473,27676,Julie Maurine Foudy (-Sawyers),1971-01-23,,San Diego,(USA),California,165.0,59.0,(USA)
27474,27677,Carin Leslie Gabarra (Jennings-),1965-01-09,,East Orange,(USA),New Jersey,173.0,61.0,(USA)
27475,27678,"Mariel Margaret ""Mia"" Hamm (-Corry, -Garciaparra)",1972-03-17,,Selma,(USA),Alabama,165.0,56.0,(USA)
27476,27679,Kristine Marie Lilly (-Heavey),1971-07-22,,New York,(USA),New York,160.0,56.0,(USA)
27477,27680,Shannon Ann MacMillan,1974-10-07,,Syosset,(USA),New York,165.0,59.0,(USA)
27478,27681,Tiffeny Carleen Milbrett,1972-10-23,,Portland,(USA),Oregon,155.0,56.0,(USA)
27479,27682,Carla Overbeck (Werden-),1968-05-09,,Pasadena,(USA),California,170.0,56.0,(USA)
27480,27683,"Cynthia Marie ""Cindy"" Parlow (-Cone)",1978-05-08,,Memphis,(USA),Tennessee,177.0,66.0,(USA)
27481,27684,Tiffany Marie Roberts (-Sahaydak),1977-05-05,,Petaluma,(USA),California,163.0,51.0,(USA)
27482,27685,Briana Collette Scurry,1971-09-07,,Minneapolis,(USA),Minnesota,175.0,68.0,(USA)
27483,27686,Tisha Lea Venturini (-Hoch),1973-03-03,,Modesto,(USA),California,168.0,61.0,(USA)
27484,27687,"Robert ""Bobby"" Aitken, Jr.",1904-10-19,1962-12-20,Clifton,(USA),New Jersey,,,(USA)
27485,27688,Yari C. Allnutt,1970-02-17,,Baltimore,(USA),Maryland,180.0,73.0,(USA)
27486,27689,"Charles William ""Charlie"" Altemose",1913-06-03,1995-01-26,Nazareth,(USA),Pennsylvania,,,(USA)
27487,27690,Desmond Kevin Armstrong,1964-11-02,,Washington,(USA),District of Columbia,183.0,79.0,(USA)
